address,property_status,sale_amount,sale_date,multi_lot_sale
"82 A NAPIER ST, COTTESLOE",Non Strata,1300000,2019-03-15,N
"84 NAPIER ST, COTTESLOE",Non Strata,169000,1990-06-16,Y
"82 NAPIER ST, COTTESLOE",Non Strata,789000,2005-03-14,N
"96 NAPIER ST, COTTESLOE",Non Strata,950000,2016-03-08,N
"94 B NAPIER ST, COTTESLOE",Vacant,710000,2016-12-01,N
"92 NAPIER ST, COTTESLOE",Non Strata,945000,2013-11-23,N
"94 A NAPIER ST, COTTESLOE",Non Strata,2125000,2022-01-18,N
"94 NAPIER ST, COTTESLOE",Vacant,740000,2017-02-06,N
"19 A PERTH ST, COTTESLOE",Non Strata,2150000,2016-04-15,Y
"19 PERTH ST, COTTESLOE",Non Strata,2150000,2016-04-15,Y
"19 B PERTH ST, COTTESLOE",Non Strata,2150000,2016-04-15,Y
"21 PERTH ST, COTTESLOE",Non Strata,299250,1993-08-01,N
"23 PERTH ST, COTTESLOE",Non Strata,1200000,2019-10-12,N
"3 LANE ST, COTTESLOE",Non Strata,1500000,2015-11-19,N
"25 PERTH ST, COTTESLOE",Non Strata,1800000,2020-08-14,N
"1 EDWARD ST, COTTESLOE",Non Strata,185000,1991-12-07,N
"26 PERTH ST, COTTESLOE",Non Strata,1935000,2021-09-03,N
"24 PERTH ST, COTTESLOE",Non Strata,840000,2006-12-22,N
"22 PERTH ST, COTTESLOE",Non Strata,1390000,2008-04-23,N
"30 PERTH ST, COTTESLOE",Non Strata,855000,2013-11-25,N
"28 PERTH ST, COTTESLOE",Non Strata,1370000,2021-07-13,N
"15 WENTWORTH ST, COTTESLOE",Non Strata,930000,2013-02-14,N
"23 WENTWORTH ST, COTTESLOE",Vacant,445000,2010-07-28,N
"19 WENTWORTH ST, COTTESLOE",Non Strata,730000,2011-11-19,N
"17 WENTWORTH ST, COTTESLOE",Non Strata,1050000,2018-02-06,N
"21 WENTWORTH ST, COTTESLOE",Vacant,820000,2009-06-03,N
"9 WENTWORTH ST, COTTESLOE",Non Strata,1350000,2015-03-15,N
"13 WENTWORTH ST, COTTESLOE",Non Strata,900000,2014-05-14,N
"7 WENTWORTH ST, COTTESLOE",Non Strata,1000000,2018-09-26,N
"3 WENTWORTH ST, COTTESLOE",Non Strata,1130000,2010-02-05,N
"5 WENTWORTH ST, COTTESLOE",Vacant,1025000,2020-12-23,N
"6 PERTH ST, COTTESLOE",Non Strata,1360000,2009-09-28,N
"8 PERTH ST, COTTESLOE",Non Strata,1480000,2021-10-10,N
"20 PERTH ST, COTTESLOE",Vacant,335000,2001-06-15,N
"18 A PERTH ST, COTTESLOE",Vacant,87000,1992-01-31,N
"18 PERTH ST, COTTESLOE",Non Strata,1250000,2015-04-02,N
"12 PERTH ST, COTTESLOE",Non Strata,935000,2013-01-26,N
"16 PERTH ST, COTTESLOE",Non Strata,1571000,2022-12-03,N
"14 PERTH ST, COTTESLOE",Non Strata,700000,2006-02-04,N
"2 PERTH ST, COTTESLOE",Non Strata,195000,1998-05-12,N
"4 PERTH ST, COTTESLOE",Non Strata,857000,2005-05-06,N
"25 ATHELSTAN RD, COTTESLOE",Non Strata,1125000,2005-10-15,N
"23 ATHELSTAN RD, COTTESLOE",Non Strata,1710000,2014-10-04,N
"21 ATHELSTAN RD, COTTESLOE",Non Strata,2300000,2022-08-04,N
"1 WENTWORTH ST, COTTESLOE",Non Strata,1170000,2021-01-25,N
"54 RAILWAY ST, COTTESLOE",Non Strata,195000,1998-01-20,Y
"1 B WENTWORTH ST, COTTESLOE",Strata,1300000,2019-02-19,N
"54 A RAILWAY ST, COTTESLOE",Non Strata,195000,1998-01-20,Y
"1 A WENTWORTH ST, COTTESLOE",Vacant,1350000,2017-11-17,N
"4/14 ATHELSTAN RD, COTTESLOE",Strata,1630000,2021-12-24,N
"2 MILLERS CT, COTTESLOE",Non Strata,1575000,2021-10-27,N
"4 MILLERS CT, COTTESLOE",Non Strata,1330000,2013-09-16,N
"6 MILLERS CT, COTTESLOE",Non Strata,1500000,2021-05-25,N
"9 CHARLES ST, COTTESLOE",Non Strata,1350000,2006-03-18,N
"7 CHARLES ST, COTTESLOE",Non Strata,1550000,2014-02-03,N
"3 MILLERS CT, COTTESLOE",Non Strata,1450000,2009-11-02,N
"5 CHARLES ST, COTTESLOE",Non Strata,1610000,2019-09-05,N
"3 CHARLES ST, COTTESLOE",Non Strata,1670000,2017-01-31,N
"10 MILLERS CT, COTTESLOE",Non Strata,1470000,2018-04-11,N
"8 MILLERS CT, COTTESLOE",Non Strata,1700000,2020-10-27,N
"4 BOREHAM ST, COTTESLOE",Non Strata,2100000,2017-07-22,N
"68 RAILWAY ST, COTTESLOE",Non Strata,985000,2011-03-04,N
"2 BOREHAM ST, COTTESLOE",Vacant,310000,2003-03-25,N
"2 BOREHAM ST, COTTESLOE",Non Strata,2000000,2018-08-25,N
"62 RAILWAY ST, COTTESLOE",Non Strata,1340000,2021-01-30,N
"2 WENTWORTH ST, COTTESLOE",Vacant,960000,2003-08-29,N
"60 RAILWAY ST, COTTESLOE",Non Strata,1482500,2021-06-14,N
"3 BOREHAM ST, COTTESLOE",Non Strata,2010000,2016-08-27,N
"1 BOREHAM ST, COTTESLOE",Non Strata,2450000,2021-09-12,N
"7 BOREHAM ST, COTTESLOE",Non Strata,1820000,2018-02-13,N
"9 BOREHAM ST, COTTESLOE",Non Strata,1700000,2022-07-21,N
"14 WENTWORTH ST, COTTESLOE",Non Strata,1300000,2008-03-20,N
"17 BOREHAM ST, COTTESLOE",Non Strata,2800000,2023-04-25,N
"2 EDWARD ST, COTTESLOE",Non Strata,407500,1999-09-30,N
"47 FLORENCE ST, COTTESLOE",Strata,1100000,2015-02-01,N
"49 FLORENCE ST, COTTESLOE",Strata,220000,1996-06-27,N
"255 CURTIN AV, COTTESLOE",Non Strata,850000,2003-11-29,N
"35 FLORENCE ST, COTTESLOE",Non Strata,3500000,2014-11-07,N
"39 FLORENCE ST, COTTESLOE",Non Strata,178000,1991-05-07,N
"43 FLORENCE ST, COTTESLOE",Non Strata,1925000,2020-02-17,N
"41 FLORENCE ST, COTTESLOE",Non Strata,207000,1992-08-06,N
"45 FLORENCE ST, COTTESLOE",Non Strata,1880000,2013-03-13,N
"1 C CHARLES ST, COTTESLOE",Non Strata,1535000,2015-12-15,N
"1 D CHARLES ST, COTTESLOE",Non Strata,1075000,2005-06-30,N
"1 CHARLES ST, COTTESLOE",Non Strata,2310000,2021-04-17,N
"1 B CHARLES ST, COTTESLOE",Non Strata,1650000,2013-03-24,N
"1 A CHARLES ST, COTTESLOE",Non Strata,2420000,2021-03-19,N
"5 A MILLERS CT, COTTESLOE",Strata,1750000,2023-03-31,N
"21 FLORENCE ST, COTTESLOE",Non Strata,2495000,2017-11-28,N
"23 FLORENCE ST, COTTESLOE",Non Strata,1650000,2020-05-09,N
"27 FLORENCE ST, COTTESLOE",Non Strata,1600000,2010-03-10,N
"29 FLORENCE ST, COTTESLOE",Non Strata,2020000,2012-07-11,N
"25 FLORENCE ST, COTTESLOE",Non Strata,1870000,2014-02-07,N
"284 MARMION ST, COTTESLOE",Non Strata,1815000,2010-03-17,N
"19 FLORENCE ST, COTTESLOE",Non Strata,280000,1990-11-19,N
"17 FLORENCE ST, COTTESLOE",Non Strata,1530000,2015-04-17,N
"280 MARMION ST, COTTESLOE",Strata,2125000,2021-07-12,N
"278 MARMION ST, COTTESLOE",Non Strata,528816,2009-08-13,N
"279 A MARMION ST, COTTESLOE",Strata,1100000,2016-01-23,N
"283 MARMION ST, COTTESLOE",Non Strata,2900000,2022-10-18,N
"13 FLORENCE ST, COTTESLOE",Non Strata,1800000,2017-04-27,N
"281 MARMION ST, COTTESLOE",Non Strata,2220000,2019-06-18,N
"8 FLORENCE ST, COTTESLOE",Vacant,1390000,2017-02-21,N
"9 FLORENCE ST, COTTESLOE",Non Strata,937500,2015-10-16,N
"9 FLORENCE ST, COTTESLOE",Non Strata,468750,2015-10-16,N
"9 FLORENCE ST, COTTESLOE",Non Strata,228125,2015-10-16,N
"7 FLORENCE ST, COTTESLOE",Non Strata,4325000,2015-11-24,N
"5 FLORENCE ST, COTTESLOE",Non Strata,3800000,2022-10-10,N
"10 CHAMBERLAIN ST, COTTESLOE",Strata,420000,1998-05-19,N
"8 A CHAMBERLAIN ST, COTTESLOE",Strata,560000,2004-07-29,N
"8 B CHAMBERLAIN ST, COTTESLOE",Strata,2055000,2021-03-23,N
"6 CHAMBERLAIN ST, COTTESLOE",Strata,265000,1993-07-07,N
"2 CHAMBERLAIN ST, COTTESLOE",Non Strata,735000,1994-03-28,N
"2 CLARENDON ST, COTTESLOE",Non Strata,4000000,2012-08-18,N
"18 CLARENDON ST, COTTESLOE",Non Strata,4000000,2019-12-09,N
"16 CLARENDON ST, COTTESLOE",Non Strata,7350000,2022-01-21,N
"269 MARMION ST, COTTESLOE",Non Strata,5530000,2022-09-10,N
"12 HAINING AV, COTTESLOE",Non Strata,1825000,2012-04-12,N
"12 ATHELSTAN RD, COTTESLOE",Non Strata,2785000,2018-06-25,N
"11 HAINING AV, COTTESLOE",Non Strata,1600000,2015-05-11,N
"10 ATHELSTAN RD, COTTESLOE",Non Strata,3200000,2016-07-03,N
"9 HAINING AV, COTTESLOE",Non Strata,2250000,2009-12-17,N
"8 ATHELSTAN RD, COTTESLOE",Non Strata,2350000,2018-06-18,N
"7 HAINING AV, COTTESLOE",Non Strata,2901000,2017-10-05,N
"2 E ATHELSTAN RD, COTTESLOE",Vacant,800000,2016-03-18,N
"5 HAINING AV, COTTESLOE",Non Strata,3200000,2017-11-13,N
"6 ATHELSTAN RD, COTTESLOE",Non Strata,1500000,2012-09-28,N
"2 D ATHELSTAN RD, COTTESLOE",Vacant,800000,2016-01-18,N
"3 HAINING AV, COTTESLOE",Non Strata,1200000,2002-07-27,N
"2 C ATHELSTAN RD, COTTESLOE",Strata,1650000,2015-12-01,N
"2 B ATHELSTAN RD, COTTESLOE",Vacant,840000,2017-02-10,N
"2 A ATHELSTAN RD, COTTESLOE",Vacant,1000000,2014-08-25,N
"1 HAINING AV, COTTESLOE",Non Strata,1648000,2011-09-22,N
"231 CURTIN AV, COTTESLOE",Non Strata,1230000,2016-02-13,N
"19 ATHELSTAN RD, COTTESLOE",Vacant,690000,2000-07-27,N
"13 ATHELSTAN RD, COTTESLOE",Non Strata,600000,2002-02-16,N
"15 ATHELSTAN RD, COTTESLOE",Non Strata,672000,2004-08-10,N
"17 ATHELSTAN RD, COTTESLOE",Non Strata,1310000,2011-03-12,N
"10 HENRY RD, COTTESLOE",Non Strata,482000,1998-11-30,N
"229 CURTIN AV, COTTESLOE",Non Strata,1342500,2014-08-07,N
"4 HENRY RD, COTTESLOE",Non Strata,1480000,2007-12-05,N
"8 HENRY RD, COTTESLOE",Non Strata,2512000,2023-06-27,N
"225 CURTIN AV, COTTESLOE",Non Strata,1095000,2017-12-29,N
"223 CURTIN AV, COTTESLOE",Non Strata,1032500,2014-10-18,N
"6 HENRY RD, COTTESLOE",Non Strata,1700000,2020-09-23,N
"250 MARMION ST, COTTESLOE",Non Strata,67500,1990-07-19,N
"252 MARMION ST, COTTESLOE",Non Strata,3670000,2022-11-15,N
"5 HENRY RD, COTTESLOE",Non Strata,585000,2000-04-15,N
"11 ATHELSTAN RD, COTTESLOE",Non Strata,2140000,2020-12-05,N
"9 ATHELSTAN RD, COTTESLOE",Non Strata,580000,2001-04-01,N
"7 HENRY RD, COTTESLOE",Non Strata,172500,1990-03-09,N
"9 HENRY RD, COTTESLOE",Non Strata,190000,1991-09-30,N
"254 MARMION ST, COTTESLOE",Non Strata,351500,1995-04-26,N
"256 MARMION ST, COTTESLOE",Non Strata,4000000,2022-02-24,N
"253 MARMION ST, COTTESLOE",Non Strata,2450000,2009-06-19,N
"14 KILN LANE, COTTESLOE",Vacant,1850000,2015-05-28,N
"255 MARMION ST, COTTESLOE",Non Strata,290000,1991-05-07,N
"257 MARMION ST, COTTESLOE",Strata,2900000,2022-11-24,N
"257 A MARMION ST, COTTESLOE",Strata,1100000,2014-04-08,N
"259 MARMION ST, COTTESLOE",Non Strata,4700000,2018-04-12,N
"261 MARMION ST, COTTESLOE",Non Strata,3900000,2021-11-30,N
"263 MARMION ST, COTTESLOE",Non Strata,2100000,2006-06-01,N
"15 CLARENDON ST, COTTESLOE",Non Strata,2370000,2016-11-12,N
"11 CLARENDON ST, COTTESLOE",Non Strata,8500000,2021-09-14,N
"9 CLARENDON ST, COTTESLOE",Non Strata,990000,1998-04-29,N
"13 KILN LANE, COTTESLOE",Non Strata,4310000,2020-11-03,N
"11 KILN LANE, COTTESLOE",Non Strata,3700000,2021-04-29,N
"7 KILN LANE, COTTESLOE",Vacant,1400000,2015-09-26,N
"9 KILN LANE, COTTESLOE",Non Strata,4000000,2020-09-27,N
"7 CLARENDON ST, COTTESLOE",Non Strata,4600000,2009-05-01,N
"5 KILN LANE, COTTESLOE",Vacant,1285000,2016-03-13,N
"12 KILN LANE, COTTESLOE",Vacant,1415000,2015-05-23,N
"10 KILN LANE, COTTESLOE",Vacant,1405000,2015-06-11,N
"8 KILN LANE, COTTESLOE",Non Strata,4350000,2022-04-14,N
"6 KILN LANE, COTTESLOE",Vacant,2600000,2023-03-16,N
"2 A NAILSWORTH ST, COTTESLOE",Non Strata,2250000,2019-11-13,N
"3 NAILSWORTH ST, COTTESLOE",Non Strata,6600000,2020-09-11,N
"126 B BROOME ST, COTTESLOE",Strata,1450000,2019-08-13,N
"126 BROOME ST, COTTESLOE",Non Strata,1775000,2002-04-06,N
"128 BROOME ST, COTTESLOE",Strata,2800000,2020-11-29,N
"128 A BROOME ST, COTTESLOE",Strata,1700000,2020-12-16,N
"132 BROOME ST, COTTESLOE",Non Strata,2820000,2014-12-06,N
"130 A BROOME ST, COTTESLOE",Vacant,450000,2000-04-03,N
"7 A NAILSWORTH ST, COTTESLOE",Non Strata,885000,1999-03-20,N
"5 A NAILSWORTH ST, COTTESLOE",Non Strata,3525000,2022-09-05,N
"5 NAILSWORTH ST, COTTESLOE",Non Strata,3700000,2021-01-25,N
"3 KILN LANE, COTTESLOE",Vacant,1710000,2015-11-05,N
"1 KILN LANE, COTTESLOE",Vacant,1655000,2015-12-10,N
"5 CLARENDON ST, COTTESLOE",Non Strata,5820000,2007-08-04,N
"8 NAILSWORTH ST, COTTESLOE",Vacant,1250000,2016-03-20,N
"6 A NAILSWORTH ST, COTTESLOE",Strata,4850000,2020-10-23,N
"6 B NAILSWORTH ST, COTTESLOE",Strata,4800000,2020-10-18,N
"6 NAILSWORTH ST, COTTESLOE",Non Strata,5510000,2006-11-18,N
"4 NAILSWORTH ST, COTTESLOE",Vacant,2520000,2015-06-08,N
"8 A NAILSWORTH ST, COTTESLOE",Non Strata,2760000,2014-09-14,N
"10 NAILSWORTH ST, COTTESLOE",Vacant,1225000,2005-07-31,N
"1 CLARENDON ST, COTTESLOE",Non Strata,3350000,2016-11-15,N
"12 NAILSWORTH ST, COTTESLOE",Non Strata,3600000,2015-06-26,N
"3 A CHAMBERLAIN ST, COTTESLOE",Strata,2400000,2023-06-16,N
"1 CHAMBERLAIN ST, COTTESLOE",Non Strata,3500000,2016-02-08,N
"2 B CLARENDON ST, COTTESLOE",Strata,1620000,2003-10-12,N
"142 BROOME ST, COTTESLOE",Strata,3550000,2021-04-18,N
"138 BROOME ST, COTTESLOE",Non Strata,4015000,2010-09-08,N
"1 A CLARENDON ST, COTTESLOE",Non Strata,2800000,2010-11-18,N
"9 NAILSWORTH ST, COTTESLOE",Non Strata,800000,2000-10-21,N
"140 BROOME ST, COTTESLOE",Non Strata,3500000,2020-10-17,N
"139 BROOME ST, COTTESLOE",Strata,535000,1999-03-22,N
"7 GERALDINE ST, COTTESLOE",Non Strata,3200000,2018-10-31,N
"5 GERALDINE ST, COTTESLOE",Non Strata,3450000,2019-07-10,N
"143 BROOME ST, COTTESLOE",Non Strata,370000,1994-04-09,N
"12 GERALDINE ST, COTTESLOE",Vacant,265000,1991-11-04,N
"12 GADSDON ST, COTTESLOE",Strata,470000,2000-04-22,N
"10 B GADSDON ST, COTTESLOE",Strata,1650000,2023-03-01,N
"10 A GADSDON ST, COTTESLOE",Strata,1300000,2009-06-17,N
"8 GADSDON ST, COTTESLOE",Non Strata,3510000,2020-11-21,N
"6 A GADSDON ST, COTTESLOE",Vacant,280000,1995-12-04,N
"1 A GERALDINE ST, COTTESLOE",Non Strata,4750000,2021-04-19,N
"6 GADSDON ST, COTTESLOE",Non Strata,2300000,2018-02-13,N
"1 GERALDINE ST, COTTESLOE",Non Strata,5200000,2008-01-23,N
"2 C GADSDON ST, COTTESLOE",Vacant,2150000,2021-06-23,N
"4 GADSDON ST, COTTESLOE",Non Strata,3105000,2003-09-20,N
"2 B GADSDON ST, COTTESLOE",Vacant,2000000,2021-02-12,N
"137 BROOME ST, COTTESLOE",Strata,1375000,2020-12-17,N
"9 GERALDINE ST, COTTESLOE",Non Strata,820000,2001-05-29,N
"11 GERALDINE ST, COTTESLOE",Non Strata,2145000,2018-12-05,N
"135 BROOME ST, COTTESLOE",Non Strata,1700000,2005-02-22,N
"3 GADSDON ST, COTTESLOE",Non Strata,1962500,2006-07-01,N
"5 GADSDON ST, COTTESLOE",Non Strata,1350000,2005-02-11,N
"7 GADSDON ST, COTTESLOE",Non Strata,2000000,2016-07-11,N
"9 EILEEN ST, COTTESLOE",Non Strata,395000,1993-09-18,N
"7 A EILEEN ST, COTTESLOE",Non Strata,2000000,2022-05-25,N
"7 EILEEN ST, COTTESLOE",Vacant,103000,1993-09-24,N
"7 A EILEEN ST, COTTESLOE",Vacant,103000,1993-09-24,N
"7 EILEEN ST, COTTESLOE",Non Strata,917600,2004-03-26,N
"1 B GADSDON ST, COTTESLOE",Strata,13000,2018-06-14,N
"5 HAMERSLEY ST, COTTESLOE",Non Strata,2350000,2011-01-24,N
"7 HAMERSLEY ST, COTTESLOE",Non Strata,3200000,2016-12-24,N
"11 HAMERSLEY ST, COTTESLOE",Non Strata,3400000,2015-12-01,N
"11 A HAMERSLEY ST, COTTESLOE",Non Strata,3820000,2018-04-02,N
"2/160 MARINE PDE, COTTESLOE",Strata,1312800,1998-05-26,Y
"1/160 MARINE PDE, COTTESLOE",Strata,1312800,1998-05-26,Y
"13 HAMERSLEY ST, COTTESLOE",Non Strata,4125000,2021-11-25,N
"13 A HAMERSLEY ST, COTTESLOE",Non Strata,4100000,2006-05-21,N
"3 TORRENS CT, COTTESLOE",Non Strata,4400000,2017-03-13,N
"1 TORRENS CT, COTTESLOE",Non Strata,3050000,2010-11-02,N
"5 TORRENS CT, COTTESLOE",Non Strata,400000,1995-09-22,N
"7 TORRENS ST, COTTESLOE",Vacant,450000,1994-10-12,N
"12 HAMERSLEY ST, COTTESLOE",Strata,4000000,2022-04-03,N
"3/8 HAMERSLEY ST, COTTESLOE",Non Strata,208500,1998-06-09,N
"8 HAMERSLEY ST, COTTESLOE",Non Strata,395000,2002-11-11,Y
"8 HAMERSLEY ST, COTTESLOE",Non Strata,520000,2006-01-21,N
"5/8 HAMERSLEY ST, COTTESLOE",Non Strata,135000,1991-08-15,Y
"6/8 HAMERSLEY ST, COTTESLOE",Non Strata,110000,1990-01-13,N
"2/8 HAMERSLEY ST, COTTESLOE",Non Strata,185000,1994-07-16,N
"4/148 BROOME ST, COTTESLOE",Strata,495000,2018-11-11,N
"9 CHAMBERLAIN ST, COTTESLOE",Vacant,455000,2000-11-14,N
"3/152 BROOME ST, COTTESLOE",Strata,1250000,2007-10-28,N
"154 B BROOME ST, COTTESLOE",Strata,588000,1998-08-26,N
"5/156 BROOME ST, COTTESLOE",Strata,680000,2023-03-28,N
"158 BROOME ST, COTTESLOE",Strata,665000,1999-10-20,N
"155 BROOME ST, COTTESLOE",Non Strata,3000000,2021-04-19,N
"2 TORRENS ST, COTTESLOE",Vacant,1240000,2006-02-16,N
"159 BROOME ST, COTTESLOE",Non Strata,2300000,2007-01-17,N
"157 BROOME ST, COTTESLOE",Non Strata,1875000,2006-01-31,N
"6 TORRENS ST, COTTESLOE",Non Strata,706000,2001-08-09,N
"160 BROOME ST, COTTESLOE",Non Strata,1300000,2012-02-05,N
"15 B CHAMBERLAIN ST, COTTESLOE",Strata,1300000,2016-05-12,N
"21 HAWKSTONE ST, COTTESLOE",Non Strata,3500000,2016-11-03,N
"17 A CHAMBERLAIN ST, COTTESLOE",Non Strata,3150000,2016-10-29,N
"17 B CHAMBERLAIN ST, COTTESLOE",Vacant,1300000,2013-01-07,N
"2/19 CHAMBERLAIN ST, COTTESLOE",Strata,1700000,2017-11-25,N
"1/19 CHAMBERLAIN ST, COTTESLOE",Strata,4500000,2023-08-17,N
"164 BROOME ST, COTTESLOE",Non Strata,2720000,2016-02-12,N
"166 BROOME ST, COTTESLOE",Non Strata,2450000,2013-10-18,N
"168 BROOME ST, COTTESLOE",Non Strata,2605000,2020-07-28,N
"170 BROOME ST, COTTESLOE",Non Strata,2300000,2020-07-19,N
"172 BROOME ST, COTTESLOE",Non Strata,771000,2001-10-20,N
"174 BROOME ST, COTTESLOE",Non Strata,3480000,2014-04-29,N
"31 GRANT ST, COTTESLOE",Non Strata,280000,1992-02-10,N
"18 HAWKSTONE ST, COTTESLOE",Non Strata,2300000,2013-02-19,N
"20 HAWKSTONE ST, COTTESLOE",Vacant,500000,1999-08-20,N
"16 A HAWKSTONE ST, COTTESLOE",Vacant,450000,1999-03-22,N
"1/27 GRANT ST, COTTESLOE",Strata,1050000,2015-05-20,N
"25 GRANT ST, COTTESLOE",Non Strata,1330000,2004-12-25,N
"23 A GRANT ST, COTTESLOE",Strata,3000000,2021-11-02,N
"186 BROOME ST, COTTESLOE",Non Strata,2350000,2016-11-12,N
"182 BROOME ST, COTTESLOE",Non Strata,3500000,2021-12-13,N
"23 GRANT ST, COTTESLOE",Strata,1450000,2005-10-27,N
"180 BROOME ST, COTTESLOE",Non Strata,3800000,2022-12-02,N
"179 A BROOME ST, COTTESLOE",Non Strata,2850000,2021-08-17,N
"10 HAWKSTONE ST, COTTESLOE",Non Strata,2400000,2012-11-14,N
"8 HAWKSTONE ST, COTTESLOE",Non Strata,3100000,2014-09-13,N
"6 A HAWKSTONE ST, COTTESLOE",Non Strata,4220000,2022-12-06,N
"6 HAWKSTONE ST, COTTESLOE",Vacant,325000,1995-04-09,N
"181 BROOME ST, COTTESLOE",Non Strata,3650000,2022-04-23,N
"9/183 BROOME ST, COTTESLOE",Strata,700000,2023-05-28,N
"5/187 BROOME ST, COTTESLOE",Strata,940000,2022-08-20,N
"17 GRANT ST, COTTESLOE",Non Strata,910000,1997-07-03,N
"15 A GRANT ST, COTTESLOE",Non Strata,1700000,2003-12-31,N
"15 GRANT ST, COTTESLOE",Vacant,500000,1998-06-23,N
"11 A GRANT ST, COTTESLOE",Vacant,800000,2002-08-14,N
"7 GRANT ST, COTTESLOE",Vacant,2154771,2005-01-27,N
"2 HAWKSTONE ST, COTTESLOE",Non Strata,7250000,2013-10-19,N
"4 HAWKSTONE ST, COTTESLOE",Non Strata,3950000,2016-05-09,N
"179 BROOME ST, COTTESLOE",Non Strata,2100000,2017-06-07,N
"177 BROOME ST, COTTESLOE",Non Strata,1000000,2000-04-08,N
"11 A HAWKSTONE ST, COTTESLOE",Strata,1200000,2016-02-23,N
"13 HAWKSTONE ST, COTTESLOE",Non Strata,3225000,2021-02-25,N
"171 BROOME ST, COTTESLOE",Non Strata,2000000,2015-11-11,N
"11 B HAWKSTONE ST, COTTESLOE",Strata,285000,1993-11-22,N
"11 C HAWKSTONE ST, COTTESLOE",Strata,220000,1990-06-29,N
"169 BROOME ST, COTTESLOE",Vacant,650000,2002-12-03,N
"165 BROOME ST, COTTESLOE",Non Strata,1500000,2010-09-23,N
"14 TORRENS ST, COTTESLOE",Non Strata,600000,2000-12-09,N
"10 TORRENS ST, COTTESLOE",Non Strata,1700000,2014-12-02,N
"12 TORRENS ST, COTTESLOE",Non Strata,3400000,2023-06-23,N
"167 BROOME ST, COTTESLOE",Non Strata,3900000,2023-03-21,N
"7 HAWKSTONE ST, COTTESLOE",Non Strata,5400000,2022-01-16,N
"6 TORRENS CT, COTTESLOE",Non Strata,2300000,2017-04-28,N
"4 TORRENS CT, COTTESLOE",Non Strata,6700000,2022-08-06,N
"3/14 HAMERSLEY ST, COTTESLOE",Strata,1825000,2022-12-19,N
"18 HAMERSLEY ST, COTTESLOE",Non Strata,1800000,2002-12-26,N
"2 A TORRENS CT, COTTESLOE",Vacant,600000,2000-08-14,N
"5 HAWKSTONE ST, COTTESLOE",Non Strata,2300000,2014-12-06,N
"6/1 HAWKSTONE ST, COTTESLOE",Strata,1000000,2022-11-09,N
"20 HAMERSLEY ST, COTTESLOE",Non Strata,455000,1990-09-20,N
"2 TORRENS CT, COTTESLOE",Non Strata,7100000,2020-08-28,N
"17 HAMERSLEY ST, COTTESLOE",Vacant,1290000,1998-07-14,N
"19 HAMERSLEY ST, COTTESLOE",Non Strata,4200000,2005-08-02,N
"1/162 MARINE PDE, COTTESLOE",Strata,1650000,2017-05-25,N
"164 MARINE PDE, COTTESLOE",Vacant,6500000,2016-05-18,N
"166 MARINE PDE, COTTESLOE",Non Strata,3000000,2002-05-31,Y
"166 MARINE PDE, COTTESLOE",Non Strata,3000000,2002-05-31,Y
"2 GRANT ST, COTTESLOE",Non Strata,1150000,1998-05-07,N
"6 GRANT ST, COTTESLOE",Non Strata,4100000,2018-10-29,N
"172 LITTLE MARINE PDE, COTTESLOE",Non Strata,1100000,2002-11-02,N
"9 MARGARET ST, COTTESLOE",Non Strata,2000000,2013-08-10,N
"178 LITTLE MARINE PDE, COTTESLOE",Non Strata,2695000,2019-05-13,N
"11 MARGARET ST, COTTESLOE",Non Strata,1900000,2014-02-02,N
"182 LITTLE MARINE PDE, COTTESLOE",Non Strata,3300000,2010-01-30,N
"13 MARGARET ST, COTTESLOE",Non Strata,2860000,2013-12-02,Y
"15 MARGARET ST, COTTESLOE",Non Strata,2860000,2013-12-02,Y
"184 LITTLE MARINE PDE, COTTESLOE",Vacant,440000,1996-10-03,N
"17 MARGARET ST, COTTESLOE",Non Strata,1475000,2013-05-25,N
"19 MARGARET ST, COTTESLOE",Non Strata,277500,1993-08-17,N
"186 LITTLE MARINE PDE, COTTESLOE",Non Strata,750000,2001-05-23,N
"21 MARGARET ST, COTTESLOE",Non Strata,2060000,2010-10-26,N
"23 MARGARET ST, COTTESLOE",Non Strata,380000,2016-09-13,N
"5/190 LITTLE MARINE PDE, COTTESLOE",Strata,350000,2022-04-14,N
"194 MARINE PDE, COTTESLOE",Non Strata,4200000,2017-03-06,N
"27 A MARGARET ST, COTTESLOE",Non Strata,725000,2000-10-28,Y
"25 MARGARET ST, COTTESLOE",Vacant,1800000,2008-02-16,N
"22 MARGARET ST, COTTESLOE",Non Strata,370000,1993-05-20,N
"24 MARGARET ST, COTTESLOE",Non Strata,55000,1988-12-16,N
"26 MARGARET ST, COTTESLOE",Non Strata,815000,1999-07-17,N
"215 BROOME ST, COTTESLOE",Non Strata,1173000,2003-06-28,N
"20 OZONE PDE, COTTESLOE",Non Strata,1800000,2004-02-29,N
"22 OZONE PDE, COTTESLOE",Non Strata,3295000,2011-09-18,N
"18 OZONE PDE, COTTESLOE",Non Strata,3350000,2012-03-15,N
"16 OZONE PDE, COTTESLOE",Non Strata,5,1994-01-28,N
"211 BROOME ST, COTTESLOE",Non Strata,1200000,2003-06-28,N
"209 BROOME ST, COTTESLOE",Non Strata,2050000,2009-09-01,N
"207 BROOME ST, COTTESLOE",Non Strata,3700000,2023-04-14,N
"205 BROOME ST, COTTESLOE",Non Strata,2430000,2014-06-25,N
